1628	SPTY2D1
1629	CSF3R
1630	PRICKLE1
1631	AMDHD1
1632	CSH1
1633	CSH2
1634	ZNF664
1635	CPNE8
1636	CSHL1
1637	E2F7
1638	KRT80
1639	CSK
1640	A2ML1
1641	C12orf66
1642	CSN1S1
1643	FBXL14
1644	CSN2
1645	CSN3
1646	LACC1
1647	HNRNPA1L2
1648	B3GALTL
1649	CSNK1A1
1650	RDH12
1651	GSC
1652	SERPINA12
1653	MIPOL1
1654	CSNK1D
1655	SLC38A6
1656	CSNK1E
1657	CEP128
1658	CSNK1G2
1659	CSNK1G3
1660	CSNK2A1
1661	HAPLN3
1662	CSNK2A2
1663	SPATA8
1664	CSNK2B
1665	CDAN1
1666	ADRA1D
1667	VCAN
1668	TEKT5
1669	NCAN
1670	CSPG4
1671	ZNF597
1672	CCDC64B
1673	TMED6
1674	CSRP1
1675	ZNF785
1676	ZNF688
1677	C16orf71
1678	CSRP2
1679	MGAT5B
1680	TOM1L2
1681	RTN4RL1
1682	SLC25A10
1683	CDRT15
1684	ODF4
1685	CD300LG
